"ул. Авачинская, д. 01","ул. Авачинская, д. 02","ул. Авачинская, д. 03","ул. Авачинская, д. 04","ул. Авачинская, д. 05","ул. Авачинская, д. 06","ул. Авачинская, д. 07","ул. Авачинская, д. 08","ул. Авачинская, д. 09","ул. Авачинская, д. 10","ул. Авачинская, д. 11","ул. Авачинская, д. 12","ул. Авачинская, д. 13","ул. Авачинская, д. 14","ул. Авачинская, д. 15","ул. Авачинская, д. 16","ул. Авачинская, д. 17","ул. Авачинская, д. 18","ул. Авачинская, д. 19","ул. Авачинская, д. 20","ул. Авачинская, д. 21","ул. Авачинская, д. 22","ул. Авачинская, д. 23","ул. Авачинская, д. 24","ул. Авачинская, д. 25","ул. Авачинская, д. 26","ул. Авачинская, д. 27","ул. Авачинская, д. 28","ул. Авачинская, д. 29","ул. Авачинская, д. 30","ул. Авачинская, д. 31","ул. Авачинская, д. 32","ул. Авачинская, д. 33","ул. Авачинская, д. 34","ул. Авачинская, д. 35","ул. Авачинская, д. 36","ул. Авачинская, д. 37","ул. Авачинская, д. 38","ул. Авачинская, д. 39","ул. Авачинская, д. 40","ул. Авачинская, д. 41","ул. Авачинская, д. 42","ул. Авачинская, д. 43","ул. Авачинская, д. 44","ул. Авачинская, д. 45","ул. Авачинская, д. 46","ул. Авачинская, д. 47","ул. Авачинская, д. 48","ул. Авачинская, д. 49","ул. Авачинская, д. 50","ул. Авачинская, д. 51","ул. Авачинская, д. 52","ул. Авачинская, д. 53","ул. Авачинская, д. 54","ул. Авачинская, д. 55","ул. Авачинская, д. 56","ул. Авачинская, д. 57","ул. Авачинская, д. 58","ул. Авачинская, д. 59","ул. Авачинская, д. 60","ул. Авачинская, д. 61","ул. Авачинская, д. 62","ул. Авачинская, д. 63","ул. Авачинская, д. 64","ул. Авачинская, д. 65","ул. Авачинская, д. 66","ул. Авачинская, д. 67","ул. Авачинская, д. 68","ул. Авачинская, д. 69","ул. Авачинская, д. 70","ул. Авачинская, д. 71","ул. Авачинская, д. 72","ул. Авачинская, д. 73","ул. Авачинская, д. 74","ул. Авачинская, д. 75","ул. Авачинская, д. 76","ул. Авачинская, д. 77","ул. Авачинская, д. 78","ул. Авачинская, д. 79","ул. Авачинская, д. 80","ул. Авачинская, д. 81","ул. Авачинская, д. 82","ул. Авачинская, д. 83","ул. Авачинская, д. 84","ул. Авачинская, д. 85","ул. Авачинская, д. 86","ул. Авачинская, д. 87","ул. Авачинская, д. 88","ул. Авачинская, д. 89","ул. Авачинская, д. 90","ул. Авачинская, д. 91","ул. Авачинская, д. 92","ул. Авачинская, д. 93","ул. Авачинская, д. 94","ул. Авачинская, д. 95","ул. Авачинская, д. 96","ул. Авачинская, д. 97","ул. Авачинская, д. 98","ул. Авачинская, д. 99","ул. Авачинская, д. 100","ул. Кондратьева, д. 01","ул. Кондратьева, д. 02","ул. Кондратьева, д. 03","ул. Кондратьева, д. 04","ул. Кондратьева, д. 05","ул. Кондратьева, д. 06","ул. Кондратьева, д. 07","ул. Кондратьева, д. 08","ул. Кондратьева, д. 09","ул. Кондратьева, д. 10","ул. Кондратьева, д. 11","ул. Кондратьева, д. 12","ул. Кондратьева, д. 13","ул. Кондратьева, д. 14","ул. Кондратьева, д. 15","ул. Кондратьева, д. 16","ул. Кондратьева, д. 17","ул. Кондратьева, д. 18","ул. Кондратьева, д. 19","ул. Кондратьева, д. 20","ул. Кондратьева, д. 21","ул. Кондратьева, д. 22","ул. Кондратьева, д. 23","ул. Кондратьева, д. 24","ул. Кондратьева, д. 25","ул. Кондратьева, д. 26","ул. Кондратьева, д. 27","ул. Кондратьева, д. 28","ул. Кондратьева, д. 29","ул. Кондратьева, д. 30","ул. Кондратьева, д. 31","ул. Кондратьева, д. 32","ул. Кондратьева, д. 33","ул. Кондратьева, д. 34","ул. Кондратьева, д. 35","ул. Кондратьева, д. 36","ул. Кондратьева, д. 37","ул. Кондратьева, д. 38","ул. Кондратьева, д. 39","ул. Кондратьева, д. 40","ул. Кондратьева, д. 41","ул. Кондратьева, д. 42","ул. Кондратьева, д. 43","ул. Кондратьева, д. 44","ул. Кондратьева, д. 45","ул. Кондратьева, д. 46","ул. Кондратьева, д. 47","ул. Кондратьева, д. 48","ул. Кондратьева, д. 49","ул. Кондратьева, д. 50","ул. Кондратьева, д. 51","ул. Кондратьева, д. 52","ул. Кондратьева, д. 53","ул. Кондратьева, д. 54","ул. Кондратьева, д. 55","ул. Кондратьева, д. 56","ул. Кондратьева, д. 57","ул. Кондратьева, д. 58","ул. Кондратьева, д. 59","ул. Кондратьева, д. 60","ул. Кондратьева, д. 61","ул. Кондратьева, д. 62","ул. Кондратьева, д. 63","ул. Кондратьева, д. 64","ул. Кондратьева, д. 65","ул. Кондратьева, д. 66","ул. Кондратьева, д. 67","ул. Кондратьева, д. 68","ул. Кондратьева, д. 69","ул. Кондратьева, д. 70","ул. Кондратьева, д. 71","ул. Кондратьева, д. 72","ул. Кондратьева, д. 73","ул. Кондратьева, д. 74","ул. Кондратьева, д. 75","ул. Кондратьева, д. 76","ул. Кондратьева, д. 77","ул. Кондратьева, д. 78","ул. Кондратьева, д. 79","ул. Кондратьева, д. 80","ул. Кондратьева, д. 81","ул. Кондратьева, д. 82","ул. Кондратьева, д. 83","ул. Кондратьева, д. 84","ул. Кондратьева, д. 85","ул. Кондратьева, д. 86","ул. Кондратьева, д. 87","ул. Кондратьева, д. 88","ул. Кондратьева, д. 89","ул. Кондратьева, д. 90","ул. Кондратьева, д. 91","ул. Кондратьева, д. 92","ул. Кондратьева, д. 93","ул. Кондратьева, д. 94","ул. Кондратьева, д. 95","ул. Кондратьева, д. 96","ул. Кондратьева, д. 97","ул. Кондратьева, д. 98","ул. Кондратьева, д. 99","ул. Кондратьева, д. 100","ул. Причудная, д. 01","ул. Причудная, д. 02","ул. Причудная, д. 03","ул. Причудная, д. 04","ул. Причудная, д. 05","ул. Причудная, д. 06","ул. Причудная, д. 07","ул. Причудная, д. 08","ул. Причудная, д. 09","ул. Причудная, д. 10","ул. Причудная, д. 11","ул. Причудная, д. 12","ул. Причудная, д. 13","ул. Причудная, д. 14","ул. Причудная, д. 15","ул. Причудная, д. 16","ул. Причудная, д. 17","ул. Причудная, д. 18","ул. Причудная, д. 19","ул. Причудная, д. 20","ул. Причудная, д. 21","ул. Причудная, д. 22","ул. Причудная, д. 23","ул. Причудная, д. 24","ул. Причудная, д. 25","ул. Причудная, д. 26","ул. Причудная, д. 27","ул. Причудная, д. 28","ул. Причудная, д. 29","ул. Причудная, д. 30","ул. Причудная, д. 31","ул. Причудная, д. 32","ул. Причудная, д. 33","ул. Причудная, д. 34","ул. Причудная, д. 35","ул. Причудная, д. 36","ул. Причудная, д. 37","ул. Причудная, д. 38","ул. Причудная, д. 39","ул. Причудная, д. 40","ул. Причудная, д. 41","ул. Причудная, д. 42","ул. Причудная, д. 43","ул. Причудная, д. 44","ул. Причудная, д. 45","ул. Причудная, д. 46","ул. Причудная, д. 47","ул. Причудная, д. 48","ул. Причудная, д. 49","ул. Причудная, д. 50","ул. Причудная, д. 51","ул. Причудная, д. 52","ул. Причудная, д. 53","ул. Причудная, д. 54","ул. Причудная, д. 55","ул. Причудная, д. 56","ул. Причудная, д. 57","ул. Причудная, д. 58","ул. Причудная, д. 59","ул. Причудная, д. 60","ул. Причудная, д. 61","ул. Причудная, д. 62","ул. Причудная, д. 63","ул. Причудная, д. 64","ул. Причудная, д. 65","ул. Причудная, д. 66","ул. Причудная, д. 67","ул. Причудная, д. 68","ул. Причудная, д. 69","ул. Причудная, д. 70","ул. Причудная, д. 71","ул. Причудная, д. 72","ул. Причудная, д. 73","ул. Причудная, д. 74","ул. Причудная, д. 75","ул. Причудная, д. 76","ул. Причудная, д. 77","ул. Причудная, д. 78","ул. Причудная, д. 79","ул. Причудная, д. 80","ул. Причудная, д. 81","ул. Причудная, д. 82","ул. Причудная, д. 83","ул. Причудная, д. 84","ул. Причудная, д. 85","ул. Причудная, д. 86","ул. Причудная, д. 87","ул. Причудная, д. 88","ул. Причудная, д. 89","ул. Причудная, д. 90","ул. Причудная, д. 91","ул. Причудная, д. 92","ул. Причудная, д. 93","ул. Причудная, д. 94","ул. Причудная, д. 95","ул. Причудная, д. 96","ул. Причудная, д. 97","ул. Причудная, д. 98","ул. Причудная, д. 99","ул. Причудная, д. 100"
8401,8372,8346,8311,8285,8248,8221,8203,8162,8122,8106,8060,8043,8009,7966,7937,7918,7891,7874,7824,7798,7774,7745,7723,7665,7638,7607,7601,7565,7524,7495,7461,7436,7402,7394,7359,7316,7277,7272,7218,7198,7158,7135,7123,7075,7040,7012,6996,6953,6937,6897,6871,6836,6795,6781,6736,6714,6695,6660,6617,6588,6564,6545,6501,6486,6465,6427,6385,6371,6336,6288,6274,6238,6218,6181,6147,6120,6103,6063,6021,6004,5970,5927,5895,5880,5859,5814,5788,5763,5739,5705,5662,5635,5597,5595,5562,5534,5499,5472,5444,5392,5361,5351,5299,5265,5255,5232,5177,5146,5127,5095,5069,5026,5016,4985,4960,4932,4900,4856,4840,4804,4784,4732,4706,4685,4664,4623,4602,4558,4534,4487,4479,4449,4407,4395,4362,4320,4291,4253,4245,4208,4173,4141,4105,4093,4053,4013,4003,3966,3930,3888,3873,3833,3797,3788,3744,3731,3688,3646,3639,3613,3579,3548,3504,3495,3440,3428,3403,3353,3319,3311,3271,3253,3209,3179,3158,3120,3092,3058,3027,3005,2967,2934,2923,2888,2858,2814,2802,2755,2715,2701,2683,2633,2621,2593,2546,2512,2489,2458,2429,2411,2359,2347,2314,2280,2241,2230,2199,2150,2142,2088,2063,2031,1997,1985,1943,1913,1882,1861,1843,1803,1779,1729,1708,1668,1653,1610,1576,1554,1520,1502,1480,1433,1414,1393,1355,1314,1292,1245,1239,1207,1173,1144,1113,1089,1035,1008,985,945,917,909,870,837,815,776,759,724,687,668,620,590,561,544,507,490,459,435,402,346,329,290,272,248,224,167,151,122,100,64,18,0,26,72,103,116,161,192,221,247,260,290,338,373,375,405,449,469,503,526,568
8417,8394,8355,8348,8314,8292,8241,8230,8177,8147,8117,8101,8082,8029,8002,7980,7963,7910,7901,7862,7822,7797,7766,7729,7702,7665,7654,7618,7588,7560,7518,7508,7463,7453,7419,7371,7338,7312,7299,7275,7233,7185,7185,7126,7106,7073,7064,7019,6984,6967,6923,6887,6872,6850,6818,6772,6751,6717,6697,6651,6635,6614,6579,6548,6514,6493,6440,6417,6400,6356,6340,6299,6281,6248,6204,6193,6140,6132,6086,6045,6039,6012,5964,5952,5920,5881,5841,5813,5781,5761,5730,5714,5676,5627,5618,5567,5544,5518,5489,5461,5438,5386,5362,5351,5297,5282,5236,5215,5197,5171,5115,5089,5056,5029,5021,4973,4957,4916,4879,4862,4828,4813,4777,4730,4720,4681,4643,4615,4599,4571,4533,4496,4468,4452,4419,4394,4351,4334,4294,4248,4223,4199,4165,4126,4108,4069,4043,4022,3982,3948,3918,3906,3861,3827,3803,3784,3738,3705,3698,3657,3623,3589,3564,3541,3507,3485,3454,3422,3400,3358,3336,3304,3266,3251,3199,3172,3155,3109,3093,3062,3020,3005,2968,2931,2904,2891,2837,2810,2803,2756,2735,2701,2663,2629,2613,2583,2550,2505,2505,2462,2435,2393,2365,2344,2306,2292,2255,2233,2185,2158,2122,2108,2065,2048,2004,1980,1958,1907,1894,1874,1819,1792,1774,1738,1697,1683,1642,1620,1580,1564,1543,1506,1463,1427,1397,1382,1342,1324,1298,1271,1238,1209,1160,1149,1122,1085,1049,1016,989,955,939,915,879,839,806,777,760,731,683,658,634,587,572,539,502,470,447,423,405,355,336,292,273,253,223,190,156,106,95,64,26,0,29,50,76,116,157,177,198,254,263,293,334,361,378,406,444,492,504,554
8470,8430,8387,8380,8334,8306,8292,8256,8212,8187,8153,8135,8087,8083,8033,8017,7991,7958,7933,7890,7856,7818,7792,7768,7741,7714,7681,7649,7621,7601,7555,7516,7506,7465,7452,7399,7366,7337,7321,7279,7255,7228,7185,7164,7146,7099,7086,7063,7006,6992,6953,6934,6903,6875,6825,6823,6776,6743,6732,6686,6661,6620,6600,6557,6546,6506,6465,6436,6425,6405,6345,6330,6301,6255,6237,6211,6168,6150,6130,6100,6065,6016,5990,5956,5943,5925,5889,5865,5806,5791,5766,5722,5704,5658,5645,5597,5566,5555,5517,5477,5450,5422,5389,5362,5332,5314,5272,5248,5223,5190,5169,5119,5114,5056,5043,5025,4973,4958,4908,4895,4854,4838,4791,4783,4741,4707,4688,4648,4610,4581,4545,4517,4505,4481,4448,4425,4372,4340,4331,4304,4250,4231,4215,4180,4149,4103,4088,4048,4006,3981,3946,3945,3908,3882,3833,3797,3787,3754,3717,3693,3645,3627,3611,3555,3553,3524,3475,3455,3406,3380,3363,3344,3293,3267,3246,3195,3184,3160,3134,3075,3073,3021,3012,2978,2955,2917,2868,2840,2827,2790,2758,2732,2687,2666,2644,2621,2593,2558,2525,2490,2445,2421,2396,2356,2338,2306,2293,2241,2230,2205,2157,2128,2102,2080,2053,2023,1972,1956,1913,1886,1866,1841,1811,1776,1751,1699,1677,1665,1629,1604,1569,1536,1496,1480,1444,1400,1375,1354,1328,1291,1256,1225,1193,1182,1137,1118,1090,1052,1025,994,969,919,887,865,845,796,775,745,731,679,656,618,613,582,551,525,466,438,431,382,354,337,304,255,237,197,179,155,114,80,72,29,0,28,57,78,113,144,188,207,230,282,307,331,347,401,409,452,473,507
8480,8446,8429,8396,8374,8333,8320,8277,8255,8209,8185,8160,8115,8107,8071,8031,8009,7994,7946,7915,7886,7865,7844,7807,7766,7739,7716,7686,7635,7614,7604,7555,7545,7501,7465,7436,7409,7379,7351,7323,7295,7250,7227,7191,7159,7147,7115,7085,7063,7023,7000,6969,6930,6907,6881,6838,6802,6775,6754,6707,6692,6671,6629,6602,6569,6549,6519,6476,6453,6425,6380,6349,6338,6285,6261,6250,6213,6175,6141,6105,6077,6046,6023,5996,5979,5928,5913,5882,5861,5831,5797,5775,5716,5687,5682,5627,5599,5588,5552,5512,5478,5446,5424,5400,5359,5330,5322,5285,5262,5217,5201,5147,5141,5094,5058,5026,5001,4970,4949,4924,4881,4865,4844,4795,4756,4753,4713,4676,4638,4616,4578,4547,4537,4509,4466,4430,4405,4371,4359,4309,4298,4268,4222,4208,4185,4136,4100,4069,4041,4019,4004,3947,3942,3914,3883,3840,3806,3777,3745,3727,3686,3647,3641,3604,3570,3552,3506,3471,3458,3406,3388,3368,3320,3301,3272,3238,3198,3179,3142,3119,3094,3071,3021,3002,2978,2936,2900,2881,2848,2825,2787,2752,2737,2708,2685,2631,2613,2583,2545,2532,2489,2471,2422,2401,2378,2330,2298,2272,2264,2235,2190,2154,2129,2110,2077,2038,1998,1968,1961,1905,1890,1867,1823,1789,1775,1726,1708,1672,1658,1613,1589,1566,1537,1511,1465,1441,1415,1375,1355,1320,1294,1265,1232,1193,1184,1134,1108,1086,1044,1026,987,975,938,900,880,843,810,773,746,708,677,650,624,608,563,549,501,490,461,407,399,345,321,285,255,247,201,185,148,128,103,50,28,0,30,56,90,119,161,175,206,249,276,313,343,369,384,412,460,473
8520,8490,8450,8439,8393,8364,8344,8313,8279,8245,8210,8176,8168,8130,8112,8075,8038,8001,7987,7948,7927,7905,7861,7827,7785,7770,7738,7698,7671,7657,7623,7583,7566,7530,7506,7482,7452,7405,7369,7365,7317,7280,7264,7238,7208,7171,7125,7124,7072,7058,7022,6997,6957,6933,6908,6872,6854,6807,6791,6754,6735,6680,6652,6643,6603,6583,6554,6513,6478,6460,6431,6375,6365,6335,6293,6274,6234,6196,6176,6146,6105,6081,6053,6044,6004,5981,5952,5924,5871,5847,5809,5786,5756,5731,5692,5671,5655,5613,5575,5558,5510,5502,5456,5442,5398,5378,5331,5310,5265,5252,5216,5181,5151,5140,5113,5083,5054,5001,4972,4960,4935,4882,4862,4834,4801,4777,4727,4721,4674,4640,4629,4596,4572,4536,4501,4472,4450,4408,4365,4360,4326,4304,4273,4242,4195,4157,4153,4118,4068,4047,4015,3996,3974,3943,3902,3876,3839,3823,3772,3735,3709,3689,3656,3643,3600,3579,3554,3504,3486,3461,3433,3377,3350,3331,3304,3264,3227,3210,3173,3160,3116,3081,3048,3042,2985,2979,2940,2895,2867,2863,2810,2802,2766,2740,2705,2660,2635,2600,2574,2552,2530,2498,2475,2421,2409,2377,2352,2297,2267,2249,2222,2203,2159,2121,2115,2057,2048,2023,1972,1952,1930,1880,1856,1841,1787,1759,1725,1711,1672,1644,1630,1604,1560,1515,1497,1467,1425,1413,1383,1341,1316,1285,1258,1245,1209,1181,1155,1101,1093,1040,1029,993,960,939,890,879,838,819,783,742,725,690,669,639,612,559,539,504,480,454,405,395,373,342,315,266,230,221,181,150,116,76,57,30,0,28,52,77,128,149,182,214,229,284,287,317,359,395,412,445
8562,8525,8495,8461,8440,8393,8360,8336,8317,8267,8260,8232,8183,8161,8116,8098,8056,8037,8008,7995,7956,7905,7883,7867,7828,7785,7781,7736,7714,7667,7651,7635,7594,7573,7531,7503,7462,7454,7416,7379,7361,7315,7290,7246,7228,7195,7184,7131,7123,7070,7054,7010,6980,6946,6931,6892,6864,6828,6799,6768,6759,6715,6696,6650,6618,6594,6567,6538,6503,6485,6439,6408,6382,6353,6344,6307,6284,6244,6222,6172,6160,6119,6095,6074,6017,5986,5976,5943,5923,5888,5852,5821,5777,5773,5737,5690,5678,5647,5609,5565,5555,5525,5504,5448,5432,5413,5355,5353,5303,5272,5257,5213,5205,5159,5144,5089,5080,5025,5011,4986,4940,4905,4891,4850,4828,4795,4765,4753,4711,4670,4656,4627,4583,4565,4535,4502,4470,4430,4425,4372,4338,4312,4279,4271,4233,4198,4160,4130,4125,4068,4062,4008,3995,3960,3921,3900,3874,3826,3818,3782,3743,3714,3698,3669,3616,3594,3566,3529,3512,3482,3440,3413,3390,3368,3345,3299,3265,3227,3197,3170,3151,3106,3082,3061,3024,2988,2962,2936,2916,2893,2851,2808,2776,2753,2738,2701,2665,2649,2613,2569,2546,2526,2496,2471,2442,2407,2367,2338,2305,2284,2252,2218,2181,2145,2117,2115,2057,2052,2018,1980,1954,1930,1902,1867,1824,1803,1758,1753,1696,1691,1664,1628,1595,1549,1535,1515,1481,1426,1409,1375,1341,1327,1275,1257,1225,1194,1161,1130,1118,1092,1058,1018,996,945,927,914,878,852,799,785,735,711,685,666,640,596,567,525,497,487,464,406,389,363,329,309,266,242,221,195,161,116,78,56,28,0,23,75,76,126,142,183,212,226,276,301,325,348,382,409
8586,8536,8528,8503,8462,8418,8403,8377,8328,8301,8294,8252,8229,8205,8150,8117,8096,8056,8047,7996,7965,7957,7919,7889,7864,7827,7795,7765,7754,7720,7676,7645,7626,7601,7547,7528,7498,7460,7433,7417,7389,7338,7306,7280,7273,7223,7187,7159,7136,7100,7068,7042,7025,6994,6974,6921,6887,6873,6830,6825,6780,6742,6710,6679,6656,6615,6592,6563,6532,6509,6465,6457,6418,6376,6347,6317,6286,6256,6231,6217,6186,6154,6115,6097,6057,6040,6013,5963,5928,5914,5890,5854,5807,5794,5774,5725,5703,5684,5646,5614,5565,5564,5515,5501,5466,5429,5396,5355,5325,5297,5289,5250,5213,5175,5172,5145,5102,5079,5046,4998,4985,4963,4935,4884,4846,4837,4792,4775,4735,4705,4672,4646,4619,4592,4562,4529,4485,4470,4449,4419,4366,4348,4305,4281,4245,4235,4186,4185,4152,4102,4073,4054,4020,3991,3949,3928,3893,3877,3833,3802,3785,3738,3734,3687,3665,3639,3589,3562,3529,3515,3494,3435,3414,3390,3351,3317,3299,3276,3226,3196,3191,3160,3120,3078,3073,3043,3007,2964,2926,2900,2879,2859,2812,2786,2759,2732,2686,2658,2633,2624,2595,2536,2525,2488,2465,2434,2404,2381,2337,2298,2286,2265,2214,2179,2174,2124,2096,2073,2050,2004,1973,1951,1931,1901,1855,1841,1809,1760,1731,1702,1669,1653,1605,1590,1569,1523,1497,1480,1450,1425,1385,1360,1333,1294,1253,1231,1211,1163,1147,1111,1085,1061,1017,1005,955,940,906,863,842,808,770,759,713,695,671,629,590,567,531,524,495,465,406,386,354,321,285,266,226,218,192,157,113,90,52,23,0,41,67,91,124,135,194,209,233,279,297,339,354,395
8625,8583,8549,8522,8484,8448,8442,8407,8384,8347,8296,8273,8249,8215,8183,8158,8136,8096,8067,8032,8013,7974,7946,7929,7892,7867,7833,7794,7761,7739,7710,7670,7662,7615,7591,7554,7544,7514,7461,7429,7425,7393,7354,7316,7295,7269,7219,7208,7158,7143,7107,7071,7058,7017,6985,6950,6928,6892,6855,6826,6821,6777,6739,6716,6683,6675,6642,6606,6579,6530,6517,6468,6441,6420,6382,6367,6329,6293,6258,6235,6220,6187,6144,6130,6095,6054,6040,5997,5960,5952,5910,5866,5865,5816,5802,5755,5732,5689,5666,5628,5620,5591,5546,5526,5486,5447,5436,5385,5373,5341,5302,5286,5241,5233,5181,5158,5141,5095,5067,5042,4996,4969,4945,4914,4875,4875,4817,4798,4778,4727,4721,4666,4647,4621,4590,4549,4527,4506,4473,4446,4421,4378,4345,4335,4295,4271,4241,4193,4171,4127,4103,4072,4054,4024,3990,3970,3924,3910,3859,3855,3805,3776,3759,3728,3695,3661,3619,3603,3582,3526,3496,3485,3460,3433,3378,3364,3324,3286,3255,3227,3197,3168,3148,3125,3078,3065,3022,2999,2974,2941,2925,2873,2854,2834,2793,2764,2731,2715,2681,2627,2622,2569,2536,2516,2484,2459,2428,2415,2380,2334,2307,2277,2261,2212,2192,2165,2122,2088,2080,2053,2010,1974,1964,1928,1885,1869,1844,1801,1774,1753,1696,1688,1662,1622,1580,1558,1543,1506,1475,1432,1398,1375,1347,1319,1303,1253,1216,1205,1171,1137,1119,1093,1036,1015,988,963,932,910,873,837,795,774,764,705,702,664,635,590,569,546,501,482,439,426,400,367,334,308,275,228,221,177,144,119,77,75,41,0,41,45,98,121,136,195,211,241,281,293,316,349
8637,8617,8571,8561,8525,8486,8464,8423,8409,8383,8333,8296,8265,8243,8229,8186,8162,8128,8095,8077,8042,8002,7983,7953,7908,7878,7861,7825,7794,7771,7741,7713,7676,7660,7627,7578,7547,7527,7496,7478,7450,7399,7373,7344,7316,7295,7257,7236,7204,7166,7129,7108,7080,7057,7027,6983,6963,6933,6902,6867,6851,6814,6774,6758,6706,6679,6653,6632,6605,6555,6539,6523,6466,6435,6413,6376,6350,6328,6306,6285,6227,6208,6182,6157,6116,6104,6075,6041,6013,5960,5951,5914,5876,5856,5815,5805,5751,5716,5705,5664,5641,5625,5565,5541,5513,5478,5471,5440,5391,5361,5325,5315,5269,5253,5218,5195,5163,5139,5087,5060,5044,5009,4980,4942,4926,4905,4863,4839,4802,4778,4747,4700,4670,4664,4630,4600,4549,4530,4502,4460,4442,4413,4373,4338,4334,4287,4249,4242,4195,4180,4145,4099,4066,4038,4022,3999,3952,3934,3888,3866,3832,3809,3771,3736,3722,3705,3656,3633,3585,3564,3550,3511,3476,3435,3426,3382,3368,3338,3299,3269,3251,3197,3184,3147,3111,3098,3046,3033,3006,2964,2952,2896,2878,2855,2820,2801,2764,2731,2713,2671,2654,2610,2572,2544,2517,2487,2450,2432,2388,2364,2329,2308,2290,2242,2223,2182,2154,2129,2106,2079,2027,2024,1983,1939,1922,1882,1857,1818,1808,1779,1754,1711,1695,1650,1635,1601,1563,1543,1510,1471,1435,1400,1385,1347,1329,1277,1259,1244,1200,1169,1137,1108,1090,1040,1016,1002,974,926,910,859,851,813,788,737,708,684,660,640,594,574,551,503,479,445,413,393,345,315,298,272,247,198,188,161,128,76,67,41,0,17,60,88,110,147,188,211,249,255,301,324
8671,8637,8624,8583,8562,8528,8492,8448,8422,8404,8367,8348,8324,8270,8240,8205,8201,8147,8145,8096,8065,8034,8000,7981,7953,7909,7894,7856,7832,7809,7758,7745,7700,7676,7641,7610,7581,7551,7520,7504,7465,7448,7416,7389,7351,7333,7289,7247,7238,7200,7162,7149,7099,7086,7049,7010,6990,6963,6941,6911,6867,6828,6806,6773,6754,6709,6680,6650,6618,6612,6560,6539,6524,6475,6461,6425,6393,6350,6322,6289,6283,6227,6215,6181,6154,6105,6089,6062,6034,5999,5973,5955,5901,5872,5837,5833,5780,5768,5730,5696,5685,5631,5614,5594,5541,5518,5483,5457,5423,5408,5359,5335,5298,5294,5236,5212,5177,5147,5116,5103,5067,5032,5018,4977,4955,4926,4887,4866,4817,4796,4777,4725,4695,4695,4640,4621,4597,4545,4524,4499,4477,4450,4396,4382,4360,4307,4282,4258,4219,4208,4175,4153,4115,4080,4048,4034,3975,3970,3925,3907,3860,3847,3808,3783,3743,3723,3677,3669,3645,3605,3585,3533,3510,3492,3437,3409,3404,3362,3341,3287,3261,3236,3224,3165,3144,3129,3087,3047,3021,2991,2983,2940,2919,2877,2848,2830,2803,2747,2741,2712,2668,2633,2603,2573,2538,2528,2492,2472,2418,2411,2382,2339,2304,2280,2247,2208,2184,2170,2130,2112,2077,2051,2007,1985,1962,1931,1878,1846,1826,1803,1771,1733,1725,1675,1663,1633,1597,1565,1540,1515,1475,1448,1425,1373,1356,1306,1298,1252,1233,1208,1158,1143,1121,1071,1037,1011,995,970,932,901,878,852,795,794,742,731,678,670,631,612,555,535,501,485,439,409,402,361,336,298,260,254,207,175,149,126,91,45,17,0,42,61,86,127,146,171,221,247,283,300
8709,8676,8628,8624,8581,8553,8505,8477,8462,8438,8385,8373,8347,8308,8282,8246,8210,8195,8171,8118,8089,8078,8036,8022,7965,7958,7908,7901,7870,7844,7786,7774,7736,7706,7688,7653,7612,7577,7567,7526,7492,7461,7449,7422,7376,7362,7320,7289,7273,7218,7212,7175,7129,7115,7065,7039,7008,6999,6946,6919,6914,6871,6826,6825,6766,6743,6719,6690,6668,6645,6593,6583,6542,6520,6490,6437,6409,6405,6372,6328,6288,6270,6242,6208,6177,6135,6132,6086,6054,6039,6009,5984,5955,5896,5876,5863,5806,5791,5766,5738,5692,5665,5655,5625,5584,5546,5520,5486,5474,5423,5386,5357,5354,5311,5274,5240,5215,5198,5174,5124,5095,5055,5030,5014,4965,4954,4906,4885,4847,4833,4800,4769,4729,4710,4671,4658,4619,4605,4570,4516,4500,4468,4451,4412,4365,4341,4307,4281,4264,4242,4196,4160,4148,4107,4070,4053,4027,4003,3973,3930,3897,3859,3851,3823,3769,3748,3716,3681,3657,3636,3600,3555,3543,3524,3473,3463,3431,3384,3366,3327,3285,3279,3247,3197,3171,3143,3113,3100,3065,3016,2989,2971,2950,2919,2868,2845,2814,2784,2759,2725,2696,2664,2627,2622,2582,2556,2510,2496,2456,2432,2395,2373,2347,2303,2288,2239,2216,2184,2149,2138,2095,2070,2041,1997,1986,1942,1934,1904,1852,1818,1789,1778,1753,1698,1689,1635,1634,1594,1545,1519,1487,1463,1430,1412,1376,1354,1315,1277,1251,1224,1208,1160,1151,1114,1084,1041,1035,976,970,916,886,873,845,816,769,751,709,676,667,641,608,558,525,504,478,446,424,389,354,325,290,263,230,206,182,142,124,98,60,42,0,45,65,90,132,135,169,216,236,268
